labels	texts
0	rt tag two dead hundreds evacuated vehicles stranded river flooding link
0	rt tag khou , as ems director tells fttx : many digits digits people dead hundreds injured fertilizer plant explosion
0	rt tag update guatemala president molina says before digits people killed earthquake link
0	bangladesh garment factories collapse digits deaths digits seriously collapses yet major stores still refuse sign of pledge
0	tag tag rescueph grandparchia st cor cattleya boyville subd lkna digits yrs old amp nsa libong apa since digits ”
0	rt tag on nyc train derailment passenger dead train injured digits critically full story link link
0	least digits people still missing . flooding five mile link
0	terremoto , guatemala mata de men digits deja desaparecidos sientosos de heridos link
0	ccot shooting lax digits suspects custody of victims per cbs news suspects custody wearing camouflage clothing38 tsa .
0	least digits people largest train derails : worst train accident decades link
0	rescue still hope survivors bangladesh - death toll collapse hoversrs around digits rescue .
0	rt tag speak family jim lovell killed metro - crash family would like know jim …
0	rt tag breaking fire . last survivor bangladesh building collapse .
0	rt tag meteor exploded russia injured 38 people retarded
0	rt tag “ tag guys need urgencyt banuyo st san antonio village makati ” rescueph
0	dead kills least digits guatemala wall street journal wall street journalquakeo least digits guatem link
0	large tag digits reported at boston marathon link
0	lax suspect in charge murder federal official .
0	online tag band esperanza confirm members made helicopter crashed clutha pub roof around digits inside timekeeper .
0	digits dead train derails splits apart spain cnn !
0	segui la diretta alluvione sardegna se morti un disperso ritrovato una strage digits vittime letta link
0	rt tag digits people are are missing cyclone cleopatra hit italian island sardinia officials say link
0	2014 let wrong philippines estimates least digits digits died super length link via tag
0	il tag il bilancio il maltempo sardegna sale digits no un disperso tutti gli maggiornamentii link
0	heard me water running amp digits miles explosion ok shaking relief also tragedy
0	rt tag digits technician dead johns guatemala quake digits digits quake destroys digits homes village san marcos usgs
0	rt tag least digits dead hundreds exodus unknown number buried bangladesh building collapse ;
0	rt tag digits digits people known has as clothes factory building collapse link
0	tag fifteen dead north italy quake new earthquake jolts emilia - northern italy killing least : [UNK] 夫
0	bnn ph news struggling reach dallas earthquake survivors link
0	rt tag pic sure look good “ in aftermath boston marathon bombing via tag .
0	rt tag al men digits muertosos digits heridos mas . digits desaparecidos es el pido del sismo de digits digits grados que sacudio guatemala ;
0	"tag gobernador z sanmarcos foea "" cedar fallecidass fuertesismogt"
0	latenightcreep least digits facebook nyc train derailment link locoap
0	rt tag pour signaler qu une personne manque ciel une suite de la deflagration lacmegantic digits digits digits digits
0	tag many doubtful bangladesh building rubble toll tops digits savar bangladesh reuters report garmen tag
0	jamestown resident gangs at disappearing lumberyards around town worried looters come boulderflood
0	first fatality far metro . derailment bronx nyc breaking
0	also hit two australian states thousands evacuated link climate change at australiafloods
0	his tag son fears john mcgarrigle missing clutha helicopter crash dead link .
0	rt tag cifra de muertos por terremoto digits digitsる @ 2000 sacudi guatemala se elevoo a cuaron autoridades link
0	lax shooting newa colleen ciancia come light police confirm lax shooting suspect lived sun link
0	rt tag mas de tu muertos al descarrilarse un capitan en espana link
0	tag lawyer engineer daze nyc train crash lawyer engineer daze nyc train crash tag
0	tag tag - tag please help erick rabijan digits digits oxford street provident village markina rescueph
0	damn wait freakin minute meteor exploded russia 50 digits people !
0	scottish police : crashed glasgow pub digits firefighters .
0	rtl son digits los muertos por el choque dehuen en espana autoridades corrigen la cifra .
0	rt tag missing dog manila please help find lost only iconic flood photo named “ third ” link via .
0	rtp please note smbyyc digits cancelled digits pp affected yycflood digit ppll stay safe た rt
0	deputy premier jeff seeney revisited towns qldflood disaster felt abandoned isolated properties ;
0	woman tag farewell aftermath clutha pub helicopter crash killed digits seriously injured digits link .
0	rescueph brgy monlon araneta ave corner in quezon city
0	rt tag king megantic mars death toll digits to begin class action lawsuit link
0	rt tag bbc online reports several casualties clutha pub glasgow spectator helicopter crash .
0	latest news on shooting suspect remains hospitalized wall street journal link
0	rt tag lax least one known gunshot victim lives early lax
0	wow rt “ tag breaking texas officials launch criminal investigation fertilizer plant - killed digits ”
0	rt tag copper toll spain train derailment rises digits link
0	rt tag animals weathering storm storm sweep colorado race ahead the efforts gt gt link
0	rt tag digits dead or injured reported . fertilizerplant town west near waco sad true
0	many digits flee wildfire colorado link
0	couple was found among remains collapsed building near gt link
0	rain typhoon pablo . dawn around digits woke sound of traffic raindrops wind link
0	westtx mass casualties / injuries digits digits fatalities .
0	police brazil nightclub fire kills least horrific link via tag
0	derailment commuter train bronx kills digits injures dozens new york air … link
0	death toll rises digits italy a strong earthquake strikes northeastern italy today killing least digits link
0	central asia hit meteor shower meteor impact central russia causes injuries shatters transport link
0	road tag canada oil train explodes digits people missing digits buildings taps mountain [UNK] link
0	nail tag official lax gunman asked people tsa said moved link
0	dozens dead magnitude digits digits earthquake hits japan .
0	rt tag aumenta digits el numero de muertos y el primo en guatemala link
0	rt tag gov cuomo metro north derailment bronx bus dead digits dead digits critically injured
0	clean launched deadly australia for sydney mammoth clean underway australasia via tag
0	- video glasgow helicopter crash victim best dad web link
0	rt tag main storm digits dead hundreds missing wake typhoon bophau defence office link
0	bangladesh building collapse kills least three several injured least 24 people killed link .
0	uncle boston bombing suspect speaking live tag
0	crazy russian meteor causes blast hundreds injured link link
0	rt tag digits the old high river boy missing due to to police see eric st denis abfl yycfloodood .
0	fuga de gastarro explosion en la refineria que amuay en los los muertos mas de digits heridos link
0	another person presumed dead colorado flooding .
